name,address,city,latitude,longitude,source
Boston,,"Boston, MA",42.359814,-71.058755,Lovely
Boston,,"Boston, MA",42.359814,-71.058755,Lovely
Boston,,"Boston, MA",42.359814,-71.058755,Lovely
"Fredericksburg, Virginia",,"Fredericksburg, VA",38.3032,-77.4605,Lovely
Vietnam,,,14.572049,108.128215,Lovely
Newport,,"Newport, RI",41.4901,-71.3128,Lovely
Jones Media Center,6025 Baker-Berry Library,"Hanover, NH",43.7024689,-72.2885437,Rutter
Baker-Berry Library,6025 Baker-Berry Library,"Hanover, NH",43.7024689,-72.2885437,Rutter
"Hanover, NH",,"Hanover, NH",43.7024689,-72.2885437,Rutter
Boston,,"Boston, MA",42.359814,-71.058755,Rutter
Boston,,"Boston, MA",42.359814,-71.058755,Rutter
Boston,,"Boston, MA",42.359814,-71.058755,Rutter
Italy,,,43.5290298,12.1621838,Rutter
Genoa,,Genoa,44.4103889,8.9389801,Rutter
Vienna [Austria],,Vienna,48.2026291,16.3684196,Rutter
Washington [D.C.],,"Washington, D.C.",38.90542,-77.036307,Rutter
London [England],,London [England],51.4724693,-0.45288,Rutter
Washington,,"Washington, D.C.",38.90542,-77.036307,Rutter
New Hampshire,,,43.377371,-71.61681,Rutter
New Hampshire,,,43.377371,-71.61681,Rutter
Greece,,,39.3474388,22.5712681,Rutter
U.S.,,,37.160477,-96.277202,Rutter
England,,,52.598877,-1.466881,Rutter
America,,,37.160477,-96.277202,Rutter
U.S.,,,37.160477,-96.277202,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
England,,,52.598877,-1.466881,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Delaware,,,39.0081291,-75.4674683,Rutter
America,,,37.160477,-96.277202,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
America,,,37.160477,-96.277202,Rutter
Vietnam,,,14.572049,108.128215,Rutter
England,,,52.598877,-1.466881,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Haverford [College],370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Haverford [College],370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
New Hampshire,,,43.377371,-71.61681,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Rutter
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Rutter
Haverford [College],370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Haverford [College],370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Haverford [College],370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Princeton [University],70 Washington Road,"Princeton, NJ",40.34663,-74.6536,Rutter
Haverford [College],370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Aruba,,,32.66512,-114.51508,Rutter
Aruba,,,32.66512,-114.51508,Rutter
Liberia,,,6.4475231,-9.311183,Rutter
Aruba,,,32.66512,-114.51508,Rutter
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
America,,,37.160477,-96.277202,Rutter
Rock Creek,,"Washington, D.C.",38.8903694,-77.0319595,Rutter
Rock Creek,,"Washington, D.C.",38.8903694,-77.0319595,Rutter
U.S.,,,37.160477,-96.277202,Rutter
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Italy,,,43.5290298,12.1621838,Rutter
Rome,,Rome,41.9032211,12.4956503,Rutter
Mississippi,,,32.7218018,-89.6562424,Rutter
Lincoln Memorial,2 Lincoln Memorial Circle,"Washington, D.C.",38.88922,-77.05016,Rutter
St. Andrew's,350 Noxontown Road,"Middletown, DE",39.43382,-75.68904,Rutter
Delaware,,,39.0081291,-75.4674683,Rutter
Nuremberg,,Nuremberg,49.4543419,11.0734901,Rutter
Nuremberg,,Nuremberg,49.4543419,11.0734901,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Massachusetts,,,42.407091,-71.382293,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
New Hampshire,,,43.377371,-71.61681,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Penn,,"Philadelphia, PA",39.9500008,-75.1541672,Rutter
Bryn Mawr,101 N Merion Avenue,"Bryn Mawr, PA",40.027582,-75.315186,Rutter
Canada,,,57.679315,-101.736004,Rutter
Montreal,,Montreal,45.5234985,-73.6807251,Rutter
Italy,,,43.5290298,12.1621838,Rutter
Bay of Naples,,Naples,40.7209854,14.2923613,Rutter
Ischia,,Ischia,40.7330017,13.9499998,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Fort Bliss,,El Paso,31.8125095,-106.4383469,Rutter
Texas,,,31.4627457,-99.333046,Rutter
Fort Dix,,Burlington County,40.0216789,-74.6291122,Rutter
Philly,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Dix,,Burlington County,40.0216789,-74.6291122,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Fort Dix,,Burlington County,40.0216789,-74.6291122,Rutter
Georgia,,,32.6483307,-83.4445572,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Fort Gordon,,"Augusta, GA",33.3989182,-82.1227493,Rutter
Georgia,,,32.6483307,-83.4445572,Rutter
Philly,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Germany,,,51.251508,10.487078,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Italy,,,43.5290298,12.1621838,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
I,,,15.656681,108.079846,Rutter
II,,,13.528398,108.476828,Rutter
III,,,11.14921,106.944778,Rutter
IV Corps,,,9.734344,105.401278,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnamese,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Guadalcanal [Solomon Islands],,,-9.6190243,160.1548004,Rutter
"Cam Ranh Bay [sic; Cam Ranh Air Base, now Cam Ranh International Airport]",,Phan Rang,11.562686,108.9947739,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Exeter,20 Main Street,"Exeter, NH",42.98055,-70.95082,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Cam Ranh Bay Airport,,Phan Rang,11.562686,108.9947739,Rutter
D_ An,,Saigon,10.8219604,106.6400375,Rutter
III Corps,,,11.14921,106.944778,Rutter
Saigon,,"Ho Chi Minh City, Vietnam",10.8219604,106.6400375,Rutter
Parrot's Peak,,Svay Rieng Province,11.1538963,105.8613968,Rutter
D_ An,,Saigon,10.8219604,106.6400375,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Cam Ranh,,Phan Rang,11.92474,109.16332,Rutter
Cam Ranh,,Phan Rang,11.92474,109.16332,Rutter
U.S.,,,37.160477,-96.277202,Rutter
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
II Corps,,,13.528398,108.476828,Rutter
Cam Ranh,,Phan Rang,11.92474,109.16332,Rutter
Cam Ranh,,Phan Rang,11.92474,109.16332,Rutter
Phan Rang,,Phan Rang,11.92474,109.16332,Rutter
Phan Rang,,Phan Rang,11.92474,109.16332,Rutter
Phan Rang,,Phan Rang,11.92474,109.16332,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Athens,,"Athens, Georgia",33.97017,-83.38426,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Hawaii,,,19.898745,-155.581358,Rutter
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Japan,,,36.6533356,137.9816895,Rutter
Alaska,,,63.1741142,-153.7042694,Rutter
Japan,,,36.6533356,137.9816895,Rutter
Alaska,,,63.1741142,-153.7042694,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Greece,,,39.3474388,22.5712681,Rutter
Bahamas,,,33.6436,-117.64028,Rutter
Chicago,,"Chicago, IL",41.877702,-87.629009,Rutter
Greece,,,39.3474388,22.5712681,Rutter
Greece,,,39.3474388,22.5712681,Rutter
Penn,,"Philadelphia, PA",39.9500008,-75.1541672,Rutter
Greece,,,39.3474388,22.5712681,Rutter
New Hampshire,,,43.377371,-71.61681,Rutter
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Rutter
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Rutter
U.S.,,,37.160477,-96.277202,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Haverford,370 Lancaster Avenue,"Haverford, PA",40.006933,-75.305609,Rutter
Philly,,"Philadelphia, PA",39.9522209,-75.162178,Rutter
Vietnam,,,14.572049,108.128215,Rutter
Rauner [Special Collections] Library,6065 Webster Ave,"Hanover, NH",43.704463,-72.288231,Strauss
Dartmouth College,,"Hanover, NH",43.704425,-72.288704,Strauss
"Hanover, New Hampshire",,"Hanover, NH",43.706744,-72.286914,Strauss
London,,London,51.508242,-0.127713,Strauss
South Africa,,,-30.914272,24.148513,Strauss
South Africa,,,-30.914272,24.148513,Strauss
Cambridge [England],,Cambridge,52.218956,0.123413,Strauss
Paris [France],,Paris,48.856524,2.353716,Strauss
London,,London,51.508242,-0.127713,Strauss
Vermont,,,44.378279,-72.783113,Strauss
States,,,37.160477,-96.277202,Strauss
Vermont,,,44.378279,-72.783113,Strauss
South Africa,,,-30.914272,24.148513,Strauss
South Africa,,,-30.914272,24.148513,Strauss
Eastern Cape,,,-32.213248,26.421028,Strauss
Eastern Cape,,,-32.213248,26.421028,Strauss
South Africa,,,-30.914272,24.148513,Strauss
Cape Town,,Cape Town,-33.929904,18.463369,Strauss
Israel,,,30.991976,34.958131,Strauss
South Africa,,,-30.914272,24.148513,Strauss
South Africa,,,-30.914272,24.148513,Strauss
South Africa,,,-30.914272,24.148513,Strauss
Cape Town,,Cape Town,-33.929904,18.463369,Strauss
Cape Town University,Rondebosch 7700,Cape Town,-33.9638786,18.4761791,Strauss
Cape Town University,Rondebosch 7700,Cape Town,-33.9638786,18.4761791,Strauss
Cambridge,,Cambridge,52.218956,0.123413,Strauss
Cambridge,,Cambridge,52.218956,0.123413,Strauss
Paris,,Paris,48.856524,2.353716,Strauss
Paris,,Paris,48.856524,2.353716,Strauss
Paris,,Paris,48.856524,2.353716,Strauss
Cambridge,,Cambridge,52.218956,0.123413,Strauss
Cambridge,,Cambridge,52.218956,0.123413,Strauss
Paris,,Paris,48.856524,2.353716,Strauss
Paris,,Paris,48.856524,2.353716,Strauss
Geneva,,Geneva,46.205008,6.14443,Strauss
London,,London,51.508242,-0.127713,Strauss
America,,,37.160477,-96.277202,Strauss
London,,London,51.508242,-0.127713,Strauss
Vermont,,,44.378279,-72.783113,Strauss
America,,,37.160477,-96.277202,Strauss
Vermont,,,44.378279,-72.783113,Strauss
America,,,37.160477,-96.277202,Strauss
South Africa,,,-30.914272,24.148513,Strauss
Vermont,,,44.378279,-72.783113,Strauss
States,,,37.160477,-96.277202,Strauss
Washington,,"Washington, D.C.",38.90542,-77.036307,Strauss
Washington,,"Washington, D.C.",38.90542,-77.036307,Strauss
D.C.,,"Washington, D.C.",38.90542,-77.036307,Strauss
England,,,52.598877,-1.466881,Strauss
America,,,37.160477,-96.277202,Strauss
Vietnam,,,14.572049,108.128215,Strauss
Vermont,,,44.378279,-72.783113,Strauss
England,,,52.598877,-1.466881,Strauss
England,,,52.598877,-1.466881,Strauss
England,,,52.598877,-1.466881,Strauss
North Vietnam,,,21.018786,105.833333,Strauss
Israel,,,30.991976,34.958131,Strauss
England,,,52.598877,-1.466881,Strauss
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Strauss
London,,London,51.508242,-0.127713,Strauss
States,,,37.160477,-96.277202,Strauss
England,,,52.598877,-1.466881,Strauss
South Africa,,,-30.914272,24.148513,Strauss
United States,,,37.160477,-96.277202,Strauss
England,,,52.598877,-1.466881,Strauss
England,,,52.598877,-1.466881,Strauss
England,,,52.598877,-1.466881,Strauss
England,,,52.598877,-1.466881,Strauss
England,,,52.598877,-1.466881,Strauss
South Africa,,,-30.914272,24.148513,Strauss
States,,,37.160477,-96.277202,Strauss
"Thetford, Vermont",,"Thetford, VT",43.821673,-72.249766,Zien
"Knoxville, Tennessee",,"Knoxville, TN",35.98505,-83.929212,Zien
Knoxville,,"Knoxville, TN",35.98505,-83.929212,Zien
"Oak Ridge, Tennessee",,"Oak Ridge, TN",36.012236,-84.253159,Zien
Tennessee,,,36.199614,-86.777043,Zien
Tennessee,,,36.199614,-86.777043,Zien
Tennessee,,,36.199614,-86.777043,Zien
Mississippi [River],,,39.212995,-90.717675,Zien
New York City,,"New York, NY",40.71243,-73.979617,Zien
Tennessee,,,36.199614,-86.777043,Zien
United States,,,37.160477,-96.277202,Zien
United States of America,,,37.160477,-96.277202,Zien
"Oak Ridge, Tennessee",,"Oak Ridge, TN",36.012236,-84.253159,Zien
Tennessee,,,36.199614,-86.777043,Zien
Tennessee,,,36.199614,-86.777043,Zien
"Milwaukee, Wisconsin",,"Milwaukee, WI",43.020668,-87.909074,Zien
Tennessee,,,36.199614,-86.777043,Zien
United States,,,37.160477,-96.277202,Zien
Knoxville,,"Knoxville, TN",35.98505,-83.929212,Zien
Knoxville,,"Knoxville, TN",35.98505,-83.929212,Zien
Knoxville,,"Knoxville, TN",35.98505,-83.929212,Zien
Knoxville,,"Knoxville, TN",35.98505,-83.929212,Zien
Knoxville,,"Knoxville, TN",35.98505,-83.929212,Zien
Tokyo,,Tokyo,35.6762,139.6503,Zien
Tokyo,,Tokyo,35.6762,139.6503,Zien
Tokyo,,Tokyo,35.6762,139.6503,Zien
Japan,,,36.6533356,137.9816895,Zien
U.S.,,,37.160477,-96.277202,Zien
Japan,,,36.6533356,137.9816895,Zien
Tennessee,,,36.199614,-86.777043,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Hanover,,"Hanover, NH",43.706744,-72.286914,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Russia,,,55.748355,37.604689,Zien
Russia,,,55.748355,37.604689,Zien
United States,,,37.160477,-96.277202,Zien
Russia,,,55.748355,37.604689,Zien
United States,,,37.160477,-96.277202,Zien
United States,,,37.160477,-96.277202,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
United States,,,37.160477,-96.277202,Zien
American,,,37.160477,-96.277202,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Hitchcock Hall,18 Mass Row,"Hanover, NH",43.704819,-72.290656,Zien
Hitchcock,18 Mass Row,"Hanover, NH",43.704819,-72.290656,Zien
Hitchcock,18 Mass Row,"Hanover, NH",43.704819,-72.290656,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
United States,,,37.160477,-96.277202,Zien
Vietnam,,,14.572049,108.128215,Zien
Vietnam,,,14.572049,108.128215,Zien
Hitchcock Hall,18 Mass Row,"Hanover, NH",43.704819,-72.290656,Zien
Vietnam,,,14.572049,108.128215,Zien
U.S.,,,37.160477,-96.277202,Zien
United States,,,37.160477,-96.277202,Zien
North Vietnamese,,,21.018786,105.833333,Zien
Vietnamese,,,14.572049,108.128215,Zien
Vietnam,,,14.572049,108.128215,Zien
United States,,,37.160477,-96.277202,Zien
U.S.,,,37.160477,-96.277202,Zien
United States of America,,,37.160477,-96.277202,Zien
Mississippi,,,32.7218018,-89.6562424,Zien
U.S.,,,37.160477,-96.277202,Zien
American,,,37.160477,-96.277202,Zien
Vietnam,,,14.572049,108.128215,Zien
American,,,37.160477,-96.277202,Zien
Texas,,,31.4627457,-99.333046,Zien
Texas,,,31.4627457,-99.333046,Zien
American,,,37.160477,-96.277202,Zien
Ledyard Bridge,,"Hanover, NH",43.703555,-72.2995,Zien
Ledyard Bridge,,"Hanover, NH",43.703555,-72.2995,Zien
[Dartmouth] Green,1 East Wheelock St,"Hanover, NH",43.703416,-72.288561,Zien
U.S.,,,37.160477,-96.277202,Zien
Vietnam,,,14.572049,108.128215,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
American,,,37.160477,-96.277202,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Los Angeles,,"Los Angeles, CA",34.057715,-118.329373,Zien
Los Angeles,,"Los Angeles, CA",34.057715,-118.329373,Zien
Los Angeles,,"Los Angeles, CA",34.057715,-118.329373,Zien
Watts,,"Watts, CA",33.9412804,-118.2390289,Zien
Pacific Coast Highway,,CA,37.598161,-122.501482,Zien
Watts,,"Watts, CA",33.9412804,-118.2390289,Zien
Watts,,"Watts, CA",33.9412804,-118.2390289,Zien
Watts,,"Watts, CA",33.9412804,-118.2390289,Zien
Watts,,"Watts, CA",33.9412804,-118.2390289,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
United States,,,37.160477,-96.277202,Zien
Watts,,"Watts, CA",33.9412804,-118.2390289,Zien
Disneyland,,"Anaheim, CA",33.812056,-117.918985,Zien
American,,,37.160477,-96.277202,Zien
Disneyland,,"Anaheim, CA",33.812056,-117.918985,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
U.S.,,,37.160477,-96.277202,Zien
Vietnam,,,14.572049,108.128215,Zien
United States,,,37.160477,-96.277202,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Vietnam,,,14.572049,108.128215,Zien
South Africa,,,-30.914272,24.148513,Zien
South Africa,,,-30.914272,24.148513,Zien
Vietnam,,,14.572049,108.128215,Zien
Canada,,,57.679315,-101.736004,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Vietnam,,,14.572049,108.128215,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
New York City,,"New York, NY",40.71243,-73.979617,Zien
Boston,,"Boston, MA",42.359814,-71.058755,Zien
Boston,,"Boston, MA",42.359814,-71.058755,Zien
Washington,,"Washington, D.C.",38.90542,-77.036307,Zien
U.S.,,,37.160477,-96.277202,Zien
Arlington National Cemetery,,"Arlington, VA",38.8783,-77.06866,Zien
Boston,,"Boston, MA",42.359814,-71.058755,Zien
Arlington National Cemetery,,"Arlington, VA",38.8783,-77.06866,Zien
Vietnam,,,14.572049,108.128215,Zien
Vietnamese,,,14.572049,108.128215,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Vietnam,,,14.572049,108.128215,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Hanover,,"Hanover, NH",43.706744,-72.286914,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Washington,,"Washington, D.C.",38.90542,-77.036307,Zien
Washington,,"Washington, D.C.",38.90542,-77.036307,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Minnesota,,MN,44.965929,-93.26835,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Lebanon,,"Lebanon, NH",43.634146,-72.252426,Zien
Vietnam,,,14.572049,108.128215,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Canaan,,"Canaan, NH",43.677204,-72.045856,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Lebanon,,"Lebanon, NH",43.634146,-72.252426,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Webster Hall,,"Hanover, NH",43.706482,-72.292566,Zien
Lebanon,,"Lebanon, NH",43.634146,-72.252426,Zien
New Hampshire,,,43.377371,-71.61681,Zien
American,,,37.160477,-96.277202,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
New Hampshire,,,43.377371,-71.61681,Zien
Milwaukee,,"Milwaukee, WI",43.020668,-87.909074,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
Wisconsin,,WI,43.028198,-87.91182,Zien
America,,,37.160477,-96.277202,Zien
Canada,,,57.679315,-101.736004,Zien
American,,,37.160477,-96.277202,Zien
American,,,37.160477,-96.277202,Zien
American,,,37.160477,-96.277202,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Zien
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Zien
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Zien
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Zien
America,,,37.160477,-96.277202,Zien
Hanover,,,43.377371,-71.61681,Zien
Philadelphia,,"Philadelphia, PA",39.9522209,-75.162178,Zien
"Albany,Vermont",,"Albany, VT",44.740293,-72.34302,Zien
Norwich,,"Norwich, VT ",43.754758,-72.324266,Zien
Norwich,,"Norwich, VT ",43.754758,-72.324266,Zien
91,,,44.671428,-72.132994,Zien
Norwich,,"Norwich, VT ",43.754758,-72.324266,Zien
Dartmouth,,"Hanover, NH",43.704425,-72.288704,Zien
American,,,37.160477,-96.277202,Zien
Iraq,,,33.040648,43.182035,Zien
Afghanistan,,,33.939593,67.709967,Zien
Kuwait,,,29.374793,47.98015,Zien
Vietnam,,,14.572049,108.128215,Zien
Vietnamese,,,14.572049,108.128215,Zien
United States of America,,,37.160477,-96.277202,Zien
Vietnamese,,,14.572049,108.128215,Zien
Vietnamese,,,14.572049,108.128215,Zien
Vietnam,,,14.572049,108.128215,Zien
American,,,37.160477,-96.277202,Zien
U.S.,,,37.160477,-96.277202,Zien
Parkhurst,14 N Main St,"Hanover, NH",43.70367,-72.28956,Zien
Vietnam,,,14.572049,108.128215,Zien
